Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,source_country,destination_country
2022-04-02 07:54:14,88.183.2.86,194.246.28.12,16295,15937,UDP,422,Data,DNS,IoC Detected,54.69,Alert Triggered,Malware,Known Pattern B,Logged,High,Vritika Tara,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/16.0.821.0 Safari/534.1",Segment B,"Hubli–Dharwad, Uttar Pradesh",,,Alert Data,Server,France,Italy
2021-01-13 10:52:00,126.171.109.17,51.74.192.71,17491,44799,ICMP,258,Control,DNS,,91.32,,Intrusion,Known Pattern A,Blocked,Medium,Vihaan Khalsa,Mozilla/5.0 (Windows NT 5.1; oc-FR; rv:1.9.0.20) Gecko/2495-05-19 02:41:55 Firefox/6.0,Segment C,"Guntakal, Nagaland",,,Alert Data,Firewall,Japan,Germany
2022-06-02 09:03:27,93.108.94.254,161.85.12.185,23127,65106,UDP,265,Control,FTP,IoC Detected,40.19,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Madhav Chaudhari,Mozilla/5.0 (Windows NT 6.1; ha-NG; rv:1.9.0.20) Gecko/3489-06-06 07:07:03 Firefox/7.0,Segment C,"Shimla, Uttar Pradesh",,Log Data,Alert Data,Firewall,Portugal,Netherlands
2020-07-25 21:05:14,37.7.122.248,193.22.127.45,65042,17974,TCP,1469,Data,FTP,IoC Detected,90.21,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Stuvan Vohra,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1),Segment C,"Ahmedabad, West Bengal",119.234.103.53,,,Server,United States,Germany
2022-12-13 08:13:57,81.117.90.152,188.173.195.249,12431,21343,UDP,1084,Data,DNS,,94.5,Alert Triggered,Malware,Known Pattern A,Blocked,High,Yuvaan Karnik,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sv-FI) AppleWebKit/534.8.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6534.8.4",Segment C,"Kottayam, Bihar",,,Alert Data,Server,Italy,Romania
2022-03-22 19:35:35,88.11.203.83,88.55.125.211,14457,52120,TCP,748,Data,HTTP,IoC Detected,98.28,Alert Triggered,Malware,Known Pattern A,Logged,High,Keya Badami,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2; rv:1.9.2.20) Gecko/9498-07-14 20:26:41 Firefox/3.8,Segment C,"Machilipatnam, Uttar Pradesh",161.138.88.35,Log Data,Alert Data,Server,Spain,Italy
2022-10-03 03:29:34,211.32.120.90,88.57.65.162,57309,59595,UDP,944,Control,DNS,,17.34,,Malware,Known Pattern B,Blocked,Medium,Samar Warrior,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.1),Segment C,"Vasai-Virar, Uttar Pradesh",,,,Server,South Korea,Italy
2020-01-15 23:26:24,2.253.22.49,217.2.36.208,9284,29328,TCP,586,Data,HTTP,,98.59,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Rhea Shukla,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),Segment A,"Gorakhpur, Arunachal Pradesh",,,,Server,Sweden,Germany
2022-10-07 19:42:44,3.193.114.59,92.108.192.164,29761,22432,TCP,1008,Data,HTTP,,98.53,,DDoS,Known Pattern A,Ignored,High,Taimur Grewal,Opera/9.10.(X11; Linux i686; eu-ES) Presto/2.9.189 Version/11.00,Segment C,"Munger, Chhattisgarh",120.133.147.126,Log Data,Alert Data,Firewall,United States,Netherlands
2022-03-07 19:14:07,125.153.236.179,89.170.189.211,49568,48781,UDP,898,Data,HTTP,IoC Detected,22.26,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Dhanuk Rout,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.1),Segment B,"Aurangabad, West Bengal",193.221.145.204,Log Data,,Server,South Korea,France
2020-05-13 02:44:16,157.32.92.154,31.147.150.9,32678,46418,TCP,720,Data,DNS,,17.04,Alert Triggered,DDoS,Known Pattern A,Logged,High,Ehsaan Kannan,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/41.0.810.0 Mobile/57U731 Safari/533.0",Segment C,"Nanded, Meghalaya",186.169.132.95,,,Firewall,India,Croatia
2022-06-19 05:50:37,15.207.253.200,143.237.254.30,17841,55291,ICMP,435,Data,DNS,,47.2,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Dhruv Sathe,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.0),Segment A,"Kota, Jharkhand",43.1.26.190,,,Firewall,India,Sweden
2021-10-03 07:13:21,49.8.142.91,86.56.202.91,36859,22901,UDP,1041,Control,DNS,IoC Detected,49.29,,DDoS,Known Pattern A,Ignored,Medium,Dhanuk Jani,Mozilla/5.0 (Windows NT 5.1; da-DK; rv:1.9.2.20) Gecko/2283-01-27 02:09:16 Firefox/3.6.19,Segment A,"Kolkata, Maharashtra",45.107.146.186,,,Firewall,South Korea,Austria
2021-11-06 04:58:29,192.119.88.180,63.177.248.76,42530,57974,ICMP,1037,Data,DNS,IoC Detected,8.26,,Intrusion,Known Pattern A,Blocked,Medium,Dishani Chawla,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/29.0.826.0 Safari/531.0",Segment B,"Mira-Bhayandar, Bihar",,Log Data,,Server,United States,Germany
2022-06-26 18:00:30,177.152.151.12,81.10.252.246,11120,44979,UDP,1415,Control,DNS,IoC Detected,65.7,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Yuvaan Bumb,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.1),Segment A,"Khandwa, Bihar",,,,Server,Brazil,Austria
2020-03-01 14:30:58,164.28.244.207,101.63.75.237,45654,3053,UDP,417,Data,HTTP,IoC Detected,25.78,,Malware,Known Pattern A,Logged,Low,Zeeshan Subramanian,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; af-ZA) AppleWebKit/535.14.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6535.14.3",Segment A,"Ambarnath, West Bengal",,Log Data,Alert Data,Server,Germany,Italy
2021-09-28 17:15:54,85.77.205.194,145.152.113.18,20855,38673,TCP,92,Control,DNS,IoC Detected,19.54,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Ayesha Dada,Opera/9.52.(Windows 95; uz-UZ) Presto/2.9.185 Version/11.00,Segment B,"Kottayam, Tamil Nadu",,Log Data,Alert Data,Firewall,Finland,Netherlands
2022-12-08 09:32:42,117.175.150.28,50.85.129.224,47387,23068,ICMP,572,Data,HTTP,,4.39,Alert Triggered,Malware,Known Pattern B,Ignored,High,Keya Dhar,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),Segment A,"Bellary, Karnataka",,Log Data,Alert Data,Server,China,Netherlands
2020-06-18 13:24:07,210.229.164.237,188.129.41.163,18581,49394,ICMP,1478,Data,DNS,,52.44,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Tejas Khanna,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4; rv:1.9.5.20) Gecko/2677-10-15 15:05:15 Firefox/11.0,Segment A,"Bettiah, Uttarakhand",126.104.28.161,Log Data,,Server,Japan,Croatia
2023-09-13 11:27:06,95.232.152.192,195.118.96.83,14904,27397,UDP,820,Data,FTP,IoC Detected,44.67,,Intrusion,Known Pattern A,Blocked,High,Suhana De,Opera/8.68.(X11; Linux i686; ja-JP) Presto/2.9.183 Version/12.00,Segment B,"Ghaziabad, Uttar Pradesh",,Log Data,Alert Data,Server,Italy,Netherlands
2021-03-10 05:54:35,216.220.196.78,159.154.180.196,1653,50947,ICMP,996,Data,HTTP,,70.56,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Chirag Chadha,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.0),Segment C,"Chandrapur, Punjab",,,Alert Data,Server,United States,Germany
2020-12-14 11:14:33,91.179.135.86,53.94.138.183,2809,9371,UDP,210,Control,HTTP,,18.47,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Jivin Dewan,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/11.0w5522.0 Mobile/08D163 Safari/536.2",Segment A,"Kurnool, Meghalaya",91.59.103.64,,Alert Data,Firewall,Belgium,Germany
2020-10-22 19:21:23,18.244.213.33,93.16.0.214,15849,63799,UDP,737,Data,DNS,,57.53,,DDoS,Known Pattern A,Logged,Medium,Nayantara Kashyap,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/27.0.868.0 Safari/534.1",Segment B,"Bijapur, Manipur",84.40.15.113,Log Data,,Server,United States,France
2022-10-21 10:04:04,142.195.254.3,129.187.82.71,41838,2616,UDP,420,Data,HTTP,IoC Detected,81.32,Alert Triggered,Malware,Known Pattern B,Logged,High,Saanvi Balakrishnan,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.28.6 (KHTML, like Gecko) Version/5.0 Safari/534.28.6",Segment A,"Morbi, West Bengal",104.120.200.90,,,Firewall,Canada,Germany
2022-08-15 09:38:31,55.22.109.215,130.141.101.159,61039,64279,TCP,300,Data,FTP,IoC Detected,2.79,,Malware,Known Pattern A,Ignored,High,Manjari Gola,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.17.2 (KHTML, like Gecko) Version/5.0.5 Safari/535.17.2",Segment C,"Dehradun, Uttarakhand",22.91.16.245,Log Data,Alert Data,Firewall,United States,Netherlands
2022-02-20 19:55:55,31.105.209.37,89.227.235.116,13110,49077,ICMP,1349,Data,DNS,IoC Detected,62.41,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Advik Dhingra,Mozilla/5.0 (Windows NT 10.0; uz-UZ; rv:1.9.2.20) Gecko/4599-10-23 18:51:58 Firefox/3.6.13,Segment A,"Howrah, Tamil Nadu",13.127.150.87,,Alert Data,Server,United States,France
2023-05-29 02:26:17,114.112.146.13,141.73.236.164,46848,5348,ICMP,773,Control,HTTP,,73.83,Alert Triggered,Malware,Known Pattern B,Logged,Low,Hiran Date,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.1),Segment B,"Varanasi, Mizoram",70.219.241.174,,,Server,Hong Kong,Germany
2022-02-28 17:14:15,159.70.11.91,178.117.18.54,65204,33374,TCP,656,Data,FTP,,7.84,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Zoya Sarin,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment B,"Bidhannagar, Punjab",33.29.240.166,,,Firewall,United States,Belgium
2020-06-18 11:45:19,27.187.196.233,80.135.252.60,25906,16190,ICMP,1010,Data,HTTP,,59.16,,DDoS,Known Pattern A,Blocked,High,Nakul Dhar,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),Segment A,"Phagwara, Uttarakhand",,Log Data,,Firewall,China,Germany
2022-01-29 08:17:24,133.61.49.175,185.58.5.74,18016,41103,ICMP,1429,Data,HTTP,IoC Detected,88.63,,Malware,Known Pattern A,Blocked,Low,Trisha Dara,Opera/8.82.(X11; Linux i686; kw-GB) Presto/2.9.168 Version/10.00,Segment B,"Kakinada, Chhattisgarh",,Log Data,,Firewall,Japan,Italy
2022-11-19 16:27:00,71.152.136.136,91.152.86.154,22572,26291,TCP,729,Control,DNS,IoC Detected,10.92,,DDoS,Known Pattern B,Ignored,Low,Himmat Sankar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3 rv:5.0; km-KH) AppleWebKit/535.7.2 (KHTML, like Gecko) Version/4.0.4 Safari/535.7.2",Segment A,"Kishanganj, Bihar",,,,Server,United States,Finland
2020-10-28 19:49:30,170.226.236.224,53.202.91.24,19578,45073,ICMP,1310,Control,HTTP,IoC Detected,43.82,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Devansh Chokshi,Mozilla/5.0 (Windows NT 6.1; crh-UA; rv:1.9.1.20) Gecko/9331-07-31 01:54:10 Firefox/15.0,Segment A,"Thoothukudi, Mizoram",171.81.241.254,,Alert Data,Server,United States,Germany
2022-11-07 13:08:53,192.165.18.154,90.21.141.40,52794,41954,UDP,418,Control,HTTP,,60.59,,Intrusion,Known Pattern B,Blocked,High,Khushi Rout,Mozilla/5.0 (Windows 98; Win 9x 4.90; kk-KZ; rv:1.9.0.20) Gecko/6475-12-12 02:36:52 Firefox/10.0,Segment A,"Kozhikode, Jharkhand",,Log Data,Alert Data,Server,Sweden,France
2022-04-08 16:30:10,5.59.234.145,48.199.249.60,9374,31560,UDP,1233,Data,HTTP,,76.24,,Malware,Known Pattern B,Ignored,Medium,Mamooty Ahuja,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ms-MY) AppleWebKit/535.9.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.9.5",Segment C,"Gulbarga, Andhra Pradesh",74.145.0.253,,,Server,Spain,Netherlands
2023-07-18 11:40:33,132.79.31.101,91.131.68.237,31133,27426,UDP,490,Control,FTP,IoC Detected,63.86,,DDoS,Known Pattern B,Ignored,Low,Hridaan Halder,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/5067-08-09 12:18:29 Firefox/15.0,Segment C,"Serampore, Kerala",,,,Server,United States,Estonia
2022-04-15 07:39:37,120.25.123.50,131.237.77.75,15803,29166,TCP,1451,Control,HTTP,,69.12,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Saksham Sood,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0 rv:4.0; fr-CA) AppleWebKit/533.29.7 (KHTML, like Gecko) Version/4.1 Safari/533.29.7",Segment B,"Salem, Karnataka",12.176.251.217,Log Data,,Firewall,China,Netherlands
2022-01-02 05:54:04,102.53.204.116,86.237.23.104,10334,61003,ICMP,1224,Control,DNS,,71.45,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Suhana Ganesan,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4 rv:3.0; as-IN) AppleWebKit/533.43.7 (KHTML, like Gecko) Version/5.0 Safari/533.43.7",Segment B,"Mahbubnagar, Sikkim",,Log Data,,Server,Morocco,France
2020-09-29 01:39:33,10.184.240.144,217.201.146.225,3596,21369,UDP,788,Data,FTP,,97.6,,DDoS,Known Pattern A,Blocked,Medium,Kiaan Bains,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),Segment C,"Bhubaneswar, Jharkhand",,,,Server,,Italy
2022-02-23 08:30:03,35.235.109.55,151.12.48.217,27086,7347,TCP,319,Control,FTP,,51.0,,Intrusion,Known Pattern A,Logged,Low,Ela Kannan,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/50.0.884.0 Safari/535.2",Segment A,"Phusro, Meghalaya",18.58.220.242,,,Server,United States,Italy
2021-04-20 10:05:34,183.179.25.207,156.35.36.184,55196,10511,UDP,508,Control,DNS,,84.44,,Malware,Known Pattern B,Ignored,Medium,Darshit Kara,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.0),Segment C,"Bathinda, Meghalaya",,Log Data,Alert Data,Server,Hong Kong,Spain
2023-06-24 23:11:34,75.165.63.209,46.84.223.169,17480,16598,TCP,298,Data,FTP,IoC Detected,78.28,,Malware,Known Pattern B,Blocked,Medium,Madhav Khatri,Opera/8.73.(Windows NT 6.1; or-IN) Presto/2.9.187 Version/12.00,Segment A,"Bilaspur, Assam",,,Alert Data,Firewall,United States,Germany
2023-03-18 23:43:52,199.91.68.218,2.236.195.151,12388,37651,TCP,133,Data,HTTP,IoC Detected,44.96,,DDoS,Known Pattern B,Logged,High,Reyansh Bose,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.0),Segment A,"Khammam, Uttarakhand",,,,Server,United States,Italy
2020-12-06 19:50:46,218.82.40.187,109.221.80.195,42708,45983,ICMP,535,Data,DNS,IoC Detected,31.46,,Intrusion,Known Pattern B,Blocked,High,Reyansh Kulkarni,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2; rv:1.9.4.20) Gecko/6784-03-05 13:22:49 Firefox/6.0,Segment C,"Mango, Arunachal Pradesh",109.191.236.16,,Alert Data,Server,China,France
2022-11-28 06:07:11,181.213.16.197,90.179.29.247,59757,50833,ICMP,1036,Control,FTP,,71.27,,Intrusion,Known Pattern A,Ignored,Medium,Nirvi Bhalla,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/63.0.838.0 Safari/535.2",Segment B,"Rajpur Sonarpur, Goa",69.217.13.185,,Alert Data,Server,Brazil,Czechia
2023-02-19 02:53:07,45.195.115.126,152.228.186.100,63902,19361,ICMP,1302,Control,FTP,IoC Detected,33.27,,DDoS,Known Pattern A,Ignored,High,Vaibhav Chandran,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.41.5 (KHTML, like Gecko) Version/4.0 Safari/533.41.5",Segment A,"Sambhal, Assam",57.244.26.207,,,Firewall,Seychelles,France
2023-03-24 15:42:21,203.145.186.250,213.233.3.47,26560,39105,ICMP,638,Control,HTTP,,75.28,,Intrusion,Known Pattern B,Blocked,High,Yashvi Rastogi,"Mozilla/5.0 (Windows 98) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/62.0.858.0 Safari/532.1",Segment A,"Rourkela, Kerala",,Log Data,,Server,India,Italy
2022-07-07 16:09:18,117.170.52.184,87.152.33.253,37806,50043,TCP,342,Control,HTTP,IoC Detected,54.91,Alert Triggered,Malware,Known Pattern B,Logged,High,Nitya Gulati,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.1.6 (KHTML, like Gecko) Version/4.1 Safari/531.1.6",Segment A,"Ratlam, Tripura",178.250.19.133,,,Server,China,Germany
2021-03-22 11:40:47,191.24.16.224,94.85.97.35,43182,2481,UDP,437,Data,FTP,,51.1,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Hiran Garg,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0),Segment C,"Mirzapur, Nagaland",206.223.78.227,,,Firewall,Brazil,Italy
2022-09-30 00:01:14,113.240.143.80,178.228.222.12,30675,54028,UDP,783,Control,FTP,IoC Detected,23.39,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Anya Contractor,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.0),Segment B,"Gorakhpur, Uttarakhand",,,,Firewall,China,Netherlands
2020-05-04 12:10:37,95.223.125.62,138.96.9.125,47255,31396,ICMP,847,Data,HTTP,,19.38,,DDoS,Known Pattern A,Blocked,Medium,Ehsaan Rao,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/41.0.829.0 Mobile/02G058 Safari/533.2",Segment C,"Rourkela, Mizoram",,,,Firewall,Germany,France
2021-10-19 05:24:35,161.151.232.61,93.171.110.62,46820,61326,TCP,945,Data,FTP,IoC Detected,42.13,,DDoS,Known Pattern A,Ignored,Low,Manjari Iyengar,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment B,"Bhubaneswar, Goa",,Log Data,,Server,United States,Czechia
2023-02-02 03:00:30,113.141.236.221,62.108.207.99,3720,18337,ICMP,1314,Data,DNS,,42.37,Alert Triggered,Malware,Known Pattern B,Blocked,High,Madhav Dasgupta,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/17.8c9104.0 Mobile/94M979 Safari/536.2",Segment C,"Bardhaman, Tamil Nadu",,,,Server,China,Sweden
2022-03-13 06:59:23,134.226.9.42,89.70.65.137,14987,49139,UDP,955,Data,DNS,IoC Detected,47.33,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Uthkarsh Loke,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; byn-ER) AppleWebKit/535.30.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.30.7",Segment C,"Bhopal, Himachal Pradesh",79.69.175.39,,Alert Data,Firewall,Ireland,Poland
2022-03-29 06:50:14,60.17.191.206,84.50.53.43,55970,33776,TCP,495,Control,FTP,IoC Detected,11.62,,Malware,Known Pattern B,Logged,High,Dhanush Sani,Mozilla/5.0 (Android 7.0; Mobile; rv:47.0) Gecko/47.0 Firefox/47.0,Segment B,"Raipur, Mizoram",,Log Data,Alert Data,Firewall,China,Estonia
2023-03-10 06:25:01,150.102.105.208,217.72.85.255,29495,43419,ICMP,167,Data,FTP,,82.7,,DDoS,Known Pattern A,Blocked,Low,Zaina Lala,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/16.4b2841.0 Mobile/62A287 Safari/533.0",Segment A,"Amaravati, Himachal Pradesh",,Log Data,,Firewall,United States,Slovenia
2022-07-04 23:10:02,82.71.219.65,192.125.206.53,38278,57545,UDP,1081,Control,HTTP,IoC Detected,83.99,,Intrusion,Known Pattern A,Logged,Medium,Gokul Khosla,Mozilla/5.0 (Android 4.2; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,Segment A,"Haldia, Bihar",,Log Data,Alert Data,Firewall,United Kingdom,Italy
2020-01-18 16:40:09,112.71.80.59,193.97.244.130,5546,28922,ICMP,433,Data,FTP,IoC Detected,37.97,Alert Triggered,Malware,Known Pattern B,Blocked,High,Yasmin Chawla,Opera/9.10.(X11; Linux x86_64; uk-UA) Presto/2.9.185 Version/11.00,Segment C,"Junagadh, Tripura",,Log Data,Alert Data,Server,Japan,Germany
2020-02-19 00:01:58,212.215.93.51,62.194.255.234,7823,18825,UDP,956,Control,DNS,,45.97,Alert Triggered,Malware,Known Pattern B,Ignored,High,Aarna Shah,Opera/8.43.(X11; Linux i686; fur-IT) Presto/2.9.177 Version/11.00,Segment B,"Surendranagar Dudhrej, Arunachal Pradesh",38.185.231.98,Log Data,,Server,Switzerland,Netherlands
2022-10-04 02:31:06,105.0.109.206,109.26.17.143,54755,51076,TCP,669,Data,FTP,IoC Detected,82.87,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Krish Sangha,Opera/9.17.(Windows NT 5.1; fi-FI) Presto/2.9.164 Version/11.00,Segment B,"Ambala, Gujarat",108.188.42.16,,,Firewall,South Africa,France
2021-01-12 13:39:31,67.76.103.254,129.69.234.42,21636,19168,TCP,481,Data,FTP,IoC Detected,67.7,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Keya Tara,Opera/8.76.(X11; Linux x86_64; ga-IE) Presto/2.9.165 Version/10.00,Segment B,"Raebareli, Nagaland",222.130.149.220,,,Server,United States,Germany
2023-08-01 20:55:54,173.94.182.131,93.207.79.77,23667,45197,TCP,512,Data,HTTP,IoC Detected,47.1,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Parinaaz Sarin,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/23.0.863.0 Mobile/59N026 Safari/535.0",Segment B,"Katihar, Himachal Pradesh",140.178.92.188,Log Data,Alert Data,Server,United States,Germany
2020-08-27 08:13:22,164.182.50.47,178.251.2.201,10404,15595,UDP,625,Data,HTTP,,10.79,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Hunar Chander,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/38.0.821.0 Safari/535.2",Segment A,"Danapur, Madhya Pradesh",169.179.156.131,,,Firewall,United States,Denmark
2021-08-27 12:28:57,7.179.205.134,194.224.170.85,17236,57389,TCP,133,Data,DNS,IoC Detected,55.26,,DDoS,Known Pattern B,Ignored,Low,Zaina Bobal,Opera/9.53.(X11; Linux i686; fy-DE) Presto/2.9.163 Version/10.00,Segment C,"Srinagar, Rajasthan",95.65.145.133,,,Server,United States,Spain
2023-09-05 16:26:37,66.223.125.60,47.73.222.120,36551,33994,TCP,372,Data,HTTP,IoC Detected,76.1,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Nitya Loke,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ia-FR) AppleWebKit/532.44.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.44.4",Segment A,"Bihar Sharif, Goa",,Log Data,Alert Data,Server,United States,Italy
2021-12-24 16:56:34,163.136.215.24,185.52.192.218,45137,54106,TCP,498,Data,DNS,IoC Detected,13.98,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Uthkarsh Dubey,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/11.7s1707.0 Mobile/04G024 Safari/533.1",Segment A,"Berhampore, Meghalaya",,,,Server,Japan,Poland
2020-04-10 08:45:21,78.165.61.46,31.161.53.139,12532,5365,TCP,853,Control,HTTP,IoC Detected,26.05,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Jayant Rajan,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_1 rv:3.0; el-GR) AppleWebKit/535.41.2 (KHTML, like Gecko) Version/5.0.4 Safari/535.41.2",Segment A,"Gandhidham, Himachal Pradesh",,,,Server,Türkiye,Netherlands
2021-06-04 04:56:01,223.91.59.118,77.54.120.81,54426,41523,ICMP,907,Data,DNS,IoC Detected,0.87,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Siya Ray,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),Segment B,"Dharmavaram, Punjab",39.42.174.186,Log Data,,Server,China,Portugal
2023-07-31 14:54:56,203.67.193.248,151.37.83.235,58101,38485,TCP,1015,Data,FTP,IoC Detected,83.51,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Jiya Raval,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lt-LT) AppleWebKit/534.18.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.18.7",Segment C,"Tumkur, Tripura",,,,Firewall,Taiwan,Italy
2021-04-10 12:35:32,190.166.192.157,109.138.214.90,3235,39893,TCP,984,Data,DNS,IoC Detected,23.77,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Amira Ravel,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.1),Segment B,"Danapur, Chhattisgarh",192.131.35.187,,,Firewall,Dominican Republic,Belgium
2022-11-12 12:43:15,147.240.194.73,83.253.223.168,29089,11900,UDP,1137,Data,DNS,IoC Detected,39.62,,Intrusion,Known Pattern A,Ignored,Medium,Diya Sen,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/33.0.801.0 Safari/531.0",Segment A,"Ujjain, Manipur",19.247.54.106,Log Data,,Server,United States,Sweden
